Stage Name Stage Name,Full Name Full Name,Korean Name Korean Name,K. Stage Name K. Stage Name,Date of Birth Date of Birth,Group Group,Country Country,Height Height,Weight Weight,Birthplace Birthplace,Gender Gender,Instagram Instagram
Gyuri,Jang Gyuri,장규리,규리,12/27/1997,,South Korea,0,0,Seoul,F,
Jiwon,Park Jiwon,박지원,지원,3/20/1998,fromis_9,South Korea,0,0,Busan,F,
Jisun,Roh Jisun,노지선,지선,11/23/1998,fromis_9,South Korea,0,0,Seoul,F,
Seoyeon,Lee Seoyeon,이서연,서연,1/22/2000,fromis_9,South Korea,0,0,Seoul,F,
Chaeyoung,Lee Chaeyoung,이채영,채영,5/14/2000,fromis_9,South Korea,0,0,Pohang,F,
Nakyung,Lee Nakyung,이나경,나경,6/1/2000,fromis_9,South Korea,159,42,Mungyeong,F,
Jiheon,Baek Jiheon,백지헌,지헌,4/17/2003,fromis_9,South Korea,0,0,Jeolla,F,
Suhyun,Choi Hyunggeun,최형근,수현,10/1/1992,SNUPER,South Korea,0,0,Bucheon,M,
Sangil,Shim Sangil,심상일,상일,5/1/1993,SNUPER,South Korea,0,0,Seoul,M,
Taewoong,Yoo Taewoong,유태웅,태웅,5/24/1994,SNUPER,South Korea,0,0,,M,
Woosung,Choi Sunghyuk,최성혁,우성,9/24/1994,SNUPER,South Korea,0,0,Seoul,M,
Sangho,Jo Sangho,조상호,상호,2/10/1995,SNUPER,South Korea,0,0,Changwon,M,
Sebin,Jang Sebin,장세빈,세빈,4/24/1996,SNUPER,South Korea,0,0,Pocheon,M,
Xeheun,Lee Seheun,이세흔,세흔,7/11/1999,Girlkind,South Korea,0,162,,F,
Medic Jin,Bae Yujin,배유진,메딕진,8/25/1996,Girlkind,South Korea,0,167,,F,
JK,Kim Jikang,김지강,지강,3/17/1998,Girlkind,South Korea,0,161,,F,
Sun J,Jeon Heesun,전희선,썬제이,2/13/2001,Girlkind,South Korea,0,165,,F,
Ellyn,Bang Sunhee,방선희,엘린,10/19/2002,Girlkind,South Korea,0,170,,F,
Seokcheol,Lee Seokchul,이석철,석철,1/11/2000,TheEastLight,South Korea,0,170,,M,d.dj_dinosaur.lee.s.c
Eunsung,Lee Eunsung,이은성,은성,9/7/2000,TheEastLight,South Korea,0,0,,M,
Seunghyun,Lee Seunghyun,이승현,승현,12/31/2001,TheEastLight,South Korea,0,0,,M,
Junwook,Kim Junwook,김준욱,준욱,1/10/2002,TheEastLight,South Korea,0,0,,M,
Sakang,Jeon Sakang,정사강,사강,10/26/2002,TheEastLight,South Korea,0,0,,M,
Woojin,Lee Woojin,이우진,우진,4/3/2003,TheEastLight,South Korea,0,0,,M,the_greatest_woojin
Bin,Kwon Soobin,김수빈,빈,10/28/1993,Hot Blood Youth,South Korea,0,0,,M,
Marco,Lee Hyunggeun,이형근,마르코,5/11/1994,Hot Blood Youth,South Korea,0,0,,M,
Taro,Choi Wonjin,최원진,타로,11/9/1994,Hot Blood Youth,South Korea,0,0,,M,
Kyuhyuk,Shim Kyuhyuk,심규혁,규혁,1/11/1995,Hot Blood Youth,South Korea,0,0,,M,
Jisan,Choi Jinsang,최지상,지산,11/3/1999,Hot Blood Youth,South Korea,0,0,,M,
Taeeun,Moon Taeeun,문태은,태은,2/9/2000,IM,South Korea,175,0,,M,
Giseok,Jun Giseok,정기석,기석,5/2/1997,IM,South Korea,180,0,,M,
Hangyul,Lee Hangyul,이한결,한결,12/7/1999,BAE173,South Korea,177,0,,M,
Gijung,Kim Gijung,김기중,기중,1/24/2001,IM,South Korea,180,0,,M,
Haena,Lee Haena,이해나,해나,6/2/1991,Matilda,South Korea,0,165,,F,
Dan-a,Park Seungyeon,박승연,단아,6/26/1993,Matilda,South Korea,0,160,,F,
Semmi,Oh Heesun,오희선,세미,10/22/1995,Matilda,South Korea,0,165,,F,
Saebyeol,Han Saebyeol,한새별,새별,5/23/1996,Matilda,South Korea,0,168,,F,
Yua,Mikami Yua,미카미 유아,유아,8/16/1993,Honey Popcorn,Japan,0,0,,F,
Miko,Matsuda Miko,마츠다 미코,미코,10/28/1995,Honey Popcorn,Japan,0,0,,F,
Moko,Sakura Moko,사쿠라 모코,모코,3/19/1991,Honey Popcorn,Japan,0,0,,F,
Kun,Qian Kun,첸쿤,쿤,1/1/1996,NCT,China,0,0,,M,
Jungwoo,Kim Jungwoo,김정우,정우,2/19/1998,NCT,South Korea,0,0,,M,
Lucas,Wong Junghei,웡육헤이,루카스,1/25/1999,NCT,Hong Kong,0,0,,M,
Sangyeon,Lee Sangyeon,이상연,상연,11/4/1996,The Boyz,South Korea,176,61,,M,
Jacob,Bae Joonyoung,배준영,제이콥,5/30/1997,The Boyz,South Korea,175,60,Toronto,M,
Younghoon,Kim Younghoon,김영훈,영훈,8/8/1997,The Boyz,South Korea,182,63,,M,
Hyunjae,Lee Jaehyun,이재현,현재,9/13/1997,The Boyz,South Korea,180,62,,M,
Juyeon,Lee Juyeon,이주연,주연,1/16/1998,The Boyz,South Korea,180,67,,M,
Kevin,Moon Hyungseo,문형서,케빈,2/23/1998,The Boyz,Canada,176,66,,M,
New,Choi Chanhee,최찬희,뉴,4/26/1998,The Boyz,South Korea,175,51,Jeonju,M,
Q,Ji Changmin,지창민,큐,11/5/1998,The Boyz,South Korea,175,56,,M,
Juhaknyeon,Ju Haknyeon,주학년,주학년,3/9/1999,The Boyz,South Korea,175,58,Jeju,M,
Hwall,Heo Hyunjoon,허현준,활,3/9/2000,,South Korea,178,56,Busan,M,
Sunwoo,Kim Sunwoo,김선우,선우,4/12/2000,The Boyz,South Korea,177,64,,M,
Eric,Son Youngjae,손영재,에릭,12/22/2000,The Boyz,South Korea,171,56,,M,
Bang Chan,Bang Chan,방찬,방찬,10/3/1997,Stray Kids,Australia,0,0,Sydney,M,
Woojin,Kim Woojin,김우진,우진,4/8/1997,,South Korea,0,0,Daejeon,M,
Lee Know,Lee Minho,이민호,리노,10/25/1998,Stray Kids,South Korea,0,0,Gimpo,M,
Changbin,Seo Changbin,서창빈,창빈,8/11/1999,Stray Kids,South Korea,0,0,Yongin,M,
Hyunjin,Hwang Hyunjin,황현진,현진,3/20/2000,Stray Kids,South Korea,0,0,Seoul,M,
Han,Han Jisung,한지성,한,9/14/2000,Stray Kids,South Korea,0,0,Incheon,M,
Felix,Lee Youngbok,이용복,필릭스,9/15/2000,Stray Kids,South Korea,0,0,Sydney,M,
Seungmin,Kim Seungmin,김승민,승민,9/22/2000,Stray Kids,South Korea,0,0,Seoul,M,
I.N,Yang Jeongin,양정인,아이엔,2/8/2001,Stray Kids,South Korea,0,0,Busan,M,
Olivia Hye,Son Hyeju,손혜주,올리비아 혜,11/13/2001,LOONA,South Korea,0,0,,F,
Samuel,Kim Samuel,김사무엘,사무엘,1/17/2002,,South Korea,0,0,Los Angeles,M,
Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,12/20/1998,,Philippines,0,0,Cebu,F,
JOO,Jung Minjoo,정민주,주,10/11/1990,,South Korea,0,0,Seoul,F,
Miyeon,Jo Miyeon,조미연,미연,1/31/1997,(G)I-DLE,South Korea,0,0,,F,
Minnie,Nicha Yontararak,니차 욘타라락,민니,10/23/1997,(G)I-DLE,Thailand,0,0,,F,
Soyeon,Jeon Soyeon,전소연,소연,8/26/1998,(G)I-DLE,South Korea,157,42,,F,
Soojin,Seo Soojin,서수진,수진,3/9/1998,,South Korea,0,0,,F,
Yuqi,Song Yuqi,송우기,우기,9/23/1999,(G)I-DLE,China,162,48,Beijing,F,
Shuhua,Yeh Shuhua,예슈화,슈화,1/6/2000,(G)I-DLE,Taiwan,161,45,,F,
NC.A,Im Soeun,임소은,앤씨아,10/7/1996,UNI.T,South Korea,0,0,Osan,F,
Suji,Lee Suji,이수지,수지,3/20/1998,UNI.T,South Korea,0,0,Busan,F,
Yoonjo,Shin Yoonjo,신윤조,윤조,12/14/1992,UNI.T,South Korea,0,0,Seoul,F,
May,Jeong Chaeyoung,정채영,메이,7/27/2001,,South Korea,0,0,,F,
Terry,Han Dasom,한다솜,테리,2/2/1998,,South Korea,0,0,,F,
Seunghwan,Lee Seunghwan,이승환,승환,12/10/1994,Romeo,South Korea,0,0,,M,
Yunsung,Hwang Yunsung,황윤성,윤성,3/19/1996,Romeo,South Korea,0,0,,M,
Milo,Kim Minhak,김민학,마일로,8/20/1996,Romeo,South Korea,0,0,,M,
Minsung,Kim Minhwi,김민휘,민성,12/24/1996,Romeo,South Korea,0,0,,M,
Kyle,Ma Jaekyung,마재경,카일,1/15/1997,Romeo,South Korea,0,0,,M,
Hyunkyung,Kim Hyunjong,김현종,현경,9/5/1998,Romeo,South Korea,0,0,,M,
Kangmin,Noh Kangmin,노강민,강민,9/5/1999,Romeo,South Korea,0,0,,M,
Minji,Kim Minji,김민지,민지,1/16/2001,Busters,South Korea,0,0,,F,
Minjung,Cha Minjung,차민정,민정,7/15/2004,,South Korea,0,0,,F,
Jisoo,Jung Jisoo,정지수,지수,11/22/2003,Busters,South Korea,0,0,,F,
Chaeyeon,Kim Chaeyeon,김채연,채연,12/4/2004,tripleS,South Korea,0,0,,F,
Hyungseo,Myeong Hyeongseo,명형서,형서,6/25/2001,CLASS:y,South Korea,160,44,,F,
Eunjin,Moon Eunjin,문은진,은진,11/5/1998,Highteen,South Korea,0,0,,F,
Hyejoo,Park Hyunjoo,박현주,혜주,1/12/1999,Highteen,South Korea,0,0,,F,
Hyebin,Im Hyebin,임혜빈,혜빈,11/10/1999,Highteen,South Korea,0,0,,F,
Sea,Kim Sujeong,김수정,세아,12/5/1999,Highteen,South Korea,0,0,,F,
Yonghoon,Jin Yonghoon,진용훈,용훈,8/17/1994,Onewe,South Korea,0,0,,M,
Harin,Ju Harin,주하린,주하린,3/29/1998,Onewe,South Korea,0,0,,M,
Kanghyun,Kang Hyungu,강현구,강현,11/24/1998,Onewe,South Korea,0,0,,M,
Dongmyeong,Son Dongmyeong,곤동명,동명,1/20/2000,Onewe,South Korea,0,0,,M,
Cya,Lee Giwook,이기욱,키야,1/24/2000,Onewe,South Korea,0,0,,M,
Ravn,Kim Yoongjo,김영조,레이븐,9/2/1995,Oneus,South Korea,0,0,,M,
Seoho,Lee Seoho,이서호,서호,6/7/1996,Oneus,South Korea,0,0,,M,
Leedo,Kim Geonhak,김건학,이도,7/26/1997,Oneus,South Korea,0,0,,M,
Keonhee,Lee Keonhee,김건희,건희,6/27/1998,Oneus,South Korea,0,0,,M,
Hwanwoong,Yeo Hwanwoong,여환웅,환웅,8/26/1998,Oneus,South Korea,0,0,,M,
Xion,Son Dongju,손동주,시온,1/10/2000,Oneus,South Korea,0,0,,M,
Hyunwook,Ji Hyunwook,지현욱,현욱,7/1/1998,D-CRUNCH,South Korea,0,0,,M,
Hyunho,Lee Hyunho,이현호,현호,11/4/1998,D-CRUNCH,South Korea,0,0,,M,
O.V,Kim Sanchan,김상찬,오뷔,1/3/1999,D-CRUNCH,South Korea,0,0,,M,
Hyunoh,Park Hyunoh,백현우,현우,2/12/1999,D-CRUNCH,South Korea,0,0,,M,
Hyunwoo,Baek Hyunwoo,박현오,현오,3/19/1999,D-CRUNCH,South Korea,0,0,,M,
Minhyuk,Kim Minhyuk,김민혁,민혁,11/6/1999,D-CRUNCH,South Korea,0,0,,M,
Chanyoung,Kim Chanyoung,김찬영,찬영,11/20/2000,D-CRUNCH,South Korea,0,0,,M,
Jeongseung,Park Jeongseung,박정승,정승,5/20/2002,D-CRUNCH,South Korea,0,0,,M,
Dylan,Park Yeonjae,박연재,딜란,7/26/2002,D-CRUNCH,South Korea,0,0,,M,
Miya,Miyauchi Haruka,미야우치 하루카,미야,5/26/1993,GWSN,Japan,0,0,,F,
Seokyoung,Kim Seokyung,김서경,서경,4/16/1999,GWSN,South Korea,0,0,,F,
Seoryoung,Lee Seoryung,이서령,서령,1/26/2000,GWSN,South Korea,0,0,,F,
Anne,Lee Seoyoung,이서영,앤,10/17/2000,GWSN,South Korea,0,0,,F,
Minju,Kang Minjoo,강민주,민주,3/11/2001,GWSN,South Korea,0,0,,F,
Soso,Wang Chingyi,왕징이,소소,3/14/2001,GWSN,Taiwan,0,0,,F,
Lena,Kang Rena,강레나,레나,4/17/2002,GWSN,South Korea,0,0,,F,
Saebom,Kim Saerok,김새록,새봄,1/30/1997,NATURE,South Korea,0,0,,F,
Aurora,Yang Lan,양안,오로라,1/14/1997,NATURE,China,0,0,,F,
Lu,Im Hayoung,임하영,루,12/3/1997,NATURE,South Korea,0,0,,F,
Chaebin,Choi Yoobin,최유빈,채빈,7/28/1999,NATURE,South Korea,0,0,,F,
Gaga,Li Jia Jia,리 지아 지아,가가,9/1/1999,,China,0,0,,F,
Haru,Abe Haruno,아베 하루노,하루,2/21/2000,NATURE,Japan,0,0,,F,
Uchae,Yu Hyejun,유혜준,유채,5/7/2002,NATURE,South Korea,0,0,,F,
Sunshine,Kim Minjung,김민정,선샤인,6/20/2002,NATURE,South Korea,0,0,,F,
Jisun,Hwang Jisun,황지선,지선,10/17/1989,S#aFLA,South Korea,165,46,,F,
Suhyeon,Kim Seunghyun,김승현,수현,4/19/1988,S#aFLA,South Korea,0,0,,F,
Seulgi,Jeong Seulgi,정슬기,슬기,5/12/1990,S#aFLA,South Korea,0,0,,F,
Yujin,Jeong Yujin,정유진,유진,10/23/1989,S#aFLA,South Korea,0,0,,F,
Eunbi,Kwon Eunbi,권은비,은비,9/27/1995,IZ*ONE,South Korea,0,0,Seoul,F,
Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,3/19/1998,LE SSERAFIM,Japan,0,0,Kagoshima,F,
Hyewon,Kang Hyewon,강혜원,혜원,7/5/1999,IZ*ONE,South Korea,0,0,Yangsan,F,
Yena,Choi Yena,최예나,예나,9/29/1999,IZ*ONE,South Korea,0,0,Seoul,F,
Chaeyeon,Lee Chaeyeon,이채연,채연,1/11/2000,IZ*ONE,South Korea,0,0,Yongin,F,
Chaewon,Kim Chaewon,김채원,채원,8/1/2000,LE SSERAFIM,South Korea,0,0,Seoul,F,
Minjoo,Kim Minjoo,김민주,민주,2/5/2001,IZ*ONE,South Korea,0,0,Seoul,F,
Nako,Yabuki Nako,야부키 나코,나코,6/18/2001,IZ*ONE,Japan,0,0,Tokyo,F,
Hitomi,Honda Hitomi,혼다 히토미,히토미,10/6/2001,IZ*ONE,Japan,0,0,Toghichi,F,
Yuri,Jo Yuri,조유리,유리,10/22/2001,IZ*ONE,South Korea,0,0,Busan,F,
Yujin,Ahn Yujin,안유진,유진,9/1/2003,IVE,South Korea,0,0,Cheongju,F,
Wonyoung,Jang Wonyoung,장원영,원영,8/31/2004,IVE,South Korea,0,0,Seoul,F,
Dongheon,Lee Dongheon,이동헌,동헌,8/4/1995,Verivery,South Korea,0,0,,M,
Hoyoung,Bae Hoyoung,배호영,호영,8/10/1998,Verivery,South Korea,0,0,,M,
Minchan,Hong Minchan,홍민찬,민찬,9/16/1998,Verivery,South Korea,0,0,,M,
Gyehyeon,Jo Gyehyeon,조계현,계현,5/14/1999,Verivery,South Korea,0,0,,M,
Yeonho,Ju Yeonho,주연호,연호,5/31/2000,Verivery,South Korea,0,0,,M,
Yongseung,Kim Yongseung,김용승,용승,6/17/2000,Verivery,South Korea,0,0,,M,
Kangmin,Yoo Kangmin,유강민,강민,1/25/2003,Verivery,South Korea,0,0,,M,
Haeyoon,Park Haeyoon,박해윤,해윤,1/10/1996,Cherry Bullet,South Korea,157,43,,F,
Yuju,Choi Yuju,최유주,유주,3/5/1997,Cherry Bullet,South Korea,0,0,,F,
Ella,Kim Kyungjoo,김경주,엘라,3/26/1998,Pixy,South Korea,0,0,,F,
Bora,Kim Bora,김보라,보라,3/3/1999,Cherry Bullet,South Korea,0,0,,F,
Jiwon,Heo Jiwon,허지원,지원,9/4/2000,Cherry Bullet,South Korea,0,0,,F,
Kokoro,Kato Kokoro,카토 코코로,코코로,11/1/2000,,Japan,0,0,,F,
Remi,Katsuno Rise,카츠노 리세,레미,4/26/2001,Cherry Bullet,Japan,0,0,,F,
Chaerin,Park Chaerin,박채린,채린,3/13/2002,Cherry Bullet,South Korea,0,0,,F,
May,Hirokawa Mao,히로카와 마오,메이,11/16/2004,Cherry Bullet,Japan,0,0,,F,
Lin Lin,Huang Ziting,황자정,린린,7/5/2003,,Taiwan,0,0,,F,
U-Know Yunho,Jung Yunho,정윤호,유노윤호,2/6/1986,TVXQ,South Korea,0,0,Gwangju,M,
Max Changmin,Shim Changmin,심창민,최강창민,2/18/1988,TVXQ,South Korea,0,0,Seoul,M,
Jaejoong,Kim Jaejoong,김재중,재중,1/26/1986,JYJ,South Korea,0,0,Gongju,M,
Yoochun,Park Yoochun,박유천,유천,7/4/1986,JYJ,South Korea,0,0,Seoul,M,
Xia Junsu,Kim Junsu,김준수,시아 준수,12/15/1986,JYJ,South Korea,0,0,,M,
Euijin,Lee Euijin,이의진,의진,2/15/1990,Bigflo,South Korea,0,0,Seoul,M,
Sungmin,Oh Sungmin,오성민,성민,12/31/1990,Bigflo,South Korea,0,0,,M,
Lex,Jeon Hyungmin,전형민,렉스,1/12/1993,Bigflo,South Korea,0,0,,M,
St. Van,Lee Geumhyuk,이금혁,세인트 반,12/22/1991,VAV,South Korea,182,70,,M,
Baron,Choi Chunghyeop,최충협,바론,4/19/1992,VAV,South Korea,180,60,,M,
Ace,Jang Wooyoung,장우영,에이스,8/28/1992,VAV,South Korea,177,63,,M,
Ayno,Noh Yoonho,노윤호,에이노,5/1/1996,VAV,South Korea,183,61,,M,
Jacob,Zhang Peng,장펑,제이콥,9/7/1996,VAV,China,184,63,,M,
Lou,Kim Hosung,김호성,로우,12/21/1996,VAV,South Korea,187,69,,M,
Ziu,Park Heejun,박희준,지우,6/16/1997,VAV,South Korea,185,70,,M,
Hongjoong,Kim Hongjoong,김홍중,홍중,11/7/1998,ATEEZ,South Korea,171,0,,M,
Seonghwa,Park Seonghwa,박성화,성화,4/3/1998,ATEEZ,South Korea,178,0,Jinju,M,
Yunho,Jeong Yunho,정윤호,윤호,3/23/1999,ATEEZ,South Korea,184,0,Gwangju,M,
Yeosang,Kang Yeosang,강여상,여상,6/15/1999,ATEEZ,South Korea,173,0,Incheon,M,
San,Choi San,최산,산,7/10/1999,ATEEZ,South Korea,173,0,,M,
Mingi,Son Mingi,송민기,민기,8/9/1999,ATEEZ,South Korea,183,0,,M,
Wooyoung,Jung Wooyoung,정우영,우영,11/26/1999,ATEEZ,South Korea,172,0,,M,
Jongho,Choi Jongho,최종호,종호,10/12/2000,ATEEZ,South Korea,176,0,,M,
Narachan,Jung Hyunwoo,정현우,나라찬,9/23/1996,MONT,South Korea,178,58,,M,
Bitsaeon,Kim Sangyeon,김상연,빛새온,6/4/1995,MONT,South Korea,181,60,,M,
Roda,Shin Joongmin,신중민,로다,9/19/1998,MONT,South Korea,179,60,,M,
Yerim,Jeong Yerim,정예림,예림,3/10/1997,Purplebeck,South Korea,165,44,,F,
Yeowool,Ha Yeowool,하여울,여울,4/11/1998,Purplebeck,South Korea,163,46,,F,
Layeon,Lee Jimin,이지민,라연,8/13/1998,Purplebeck,South Korea,170,51,,F,
Mini,,,민이,6/12/2000,Purplebeck,South Korea,168,47,,F,
Seyeon,Park Seyeon,박세연,세연,5/6/2001,Purplebeck,South Korea,167,46,,F,
Yeji,Hwang Yeji,황예지,예지,5/26/2000,ITZY,South Korea,0,0,Seoul,F,
Lia,Choi Jisu,최지수,리아,7/21/2000,ITZY,South Korea,0,0,Incheon,F,
Ryujin,Shin Ryujin,신류진,류진,4/17/2001,ITZY,South Korea,0,0,Seoul,F,
Chaeryeong,Lee Chaeryeong,이채령,채령,6/5/2001,ITZY,South Korea,0,0,Yongin,F,
Yuna,Shin Yuna,신유나,유나,12/9/2003,ITZY,South Korea,0,0,Suwon,F,
Soobin,Choi Soobin,최수빈,수빈,12/5/2000,TXT,South Korea,184,65,,M,
Yeonjun,Choi Yeonjun,최연준,연준,9/13/1999,TXT,South Korea,183,63,,M,
Beomgyu,Choi Beomgyu,최범규,범규,3/13/2001,TXT,South Korea,0,0,,M,
Taehyun,Kang Taehyun,강태현,태현,2/5/2002,TXT,South Korea,0,0,,M,
Hueningkai,Kai Kamal Huening,카이 카말 휴닝,휴닝카이,8/14/2002,TXT,USA,0,0,,M,
Yongha,Yoo Yongha,유용하,용하,1/11/1999,WEi,South Korea,177,64,,M,
Louis,Kim Taewoo,김태우,루이,4/23/1999,BLANK2Y,South Korea,172,62,,M,
Seunghwan,Lee Seunghwan,이승환,승환,5/20/2000,1the9,South Korea,178,64,,M,
Yechan,Shin Yechan,신예찬,예찬,5/14/2001,OMEGA X,South Korea,183,64,Seoul,M,
Junseo,Kim Junseo,김준서,준서,11/20/2001,WEi,South Korea,177,64,Ulsan,M,
DY,Jeon Doyum,전도염,도염,2/21/2002,JUST B,South Korea,175,55,Daejeon,M,
Jinsung,Jung Jinsung,정진성,진성,3/30/2002,1the9,South Korea,176,58,Seoul,M,
Taekhyeon,Jung Taekhyeon,정택현,택현,7/28/2003,1the9,South Korea,178,66,Gunpo,M,
Won,Park Sungwon,박성원,성원,12/18/2003,Ciipher,South Korea,177,58,Seoul,M,
Youi,Kim Jihyeo,유아이,유아이,4/24/2000,Dreamnote,South Korea,163,45,,F,
Boni,Choi Euijeong,최의정,보니,10/30/1999,Dreamnote,South Korea,160,45,,F,
Lara,Moon Shinae,문신애,라라,8/9/2000,Dreamnote,South Korea,161,44,,F,
Miso,Jeon Jimin,전지민,미소,10/25/2000,Dreamnote,South Korea,160,43,,F,
Sumin,Park Sumin,박수민,수민,9/9/2001,Dreamnote,South Korea,166,46,,F,
Eunjo,Park Eunjo,박은조,은조,3/7/2002,Dreamnote,South Korea,164,46,,F,
Habin,Yoo Habin,유하빈,하빈,3/10/2002,,South Korea,165,48,,F,
Hanbyeol,Ahn Hanbyeol,안한별,한별,10/13/2003,,South Korea,166,44,,F,
Gaeul,Park Gaeul,박가을,가을,5/8/1999,Favorite,South Korea,164,48,Seoul,F,
Saebom,Kim Seyoung,김세영,새봄,1/13/1995,Favorite,South Korea,0,0,Gwacheon,F,
Seoyeon,Kim Minju,김민주,서연,11/26/1995,Favorite,South Korea,0,0,Gwacheon,F,
Sugyeong,Jo Sugyeong,조수경,수경,1/12/2000,Favorite,South Korea,0,0,Haenam,F,
Jeonghee,Go Jeonghee,고정희,정희,3/11/2000,Favorite,South Korea,0,0,Incheon,F,
Ahra,Go Ahra,고아라,아라,2/21/2001,Favorite,South Korea,0,0,Yeosu,F,
Dohee,Yoon Dohee,윤도희,도희,9/24/1999,,South Korea,0,0,,F,
E:U,Park Jiwon,박지원,이유,5/19/1998,Everglow,South Korea,0,0,,F,
Sihyeon,Kim Sihyeon,김시현,시현,8/5/1999,Everglow,South Korea,168,51,,F,
Mia,Han Eunji,한은지,미아,1/13/2000,Everglow,South Korea,0,0,,F,
Onda,Jo Selim,조세림,온다,5/18/2000,Everglow,South Korea,0,0,,F,
Aisha,Heo Yoorim,허유림,아샤,7/21/2000,Everglow,South Korea,0,0,,F,
Yiren,Wang Yiren,왕이런,이런,12/29/2000,Everglow,China,0,0,,F,
Rubin,Lee Haejoon,이해준,루빈,8/16/1995,1TEAM,South Korea,0,0,,M,
BC,Jin Sungho,진성호,비시,7/18/1994,1TEAM,South Korea,0,0,,M,
XEN,Lee Jinwoo,이진우,젠,2/20/1998,OMEGA X,South Korea,0,0,,M,
Jehyun,Moon Jehyun,문제현,제현,4/20/1999,OMEGA X,South Korea,0,0,,M,
Junghoon,Lee Junghoon,이정훈,정훈,7/4/2000,1TEAM,South Korea,0,0,,M,
Seungwoo,Han Seungwoo,한승우,승우,12/24/1994,VICTON,South Korea,0,0,,M,
Seungsik,Kang Seungsik,강승식,승식,4/16/1995,VICTON,South Korea,0,0,,M,
Heo Chan,Heo Chan,허찬,허찬,12/14/1995,,South Korea,0,0,,M,
Sejun,Lim Sejun,임세준,세준,5/4/1996,VICTON,South Korea,0,0,,M,
Hanse,Do Hanse,도한세,한세,9/25/1997,VICTON,South Korea,0,0,,M,
Byungchan,Choi Byungchan,최병찬,병찬,11/12/1997,VICTON,South Korea,0,0,,M,
Subin,Jung Subin,정수빈,수빈,4/5/1999,VICTON,South Korea,0,0,,M,
E.sol,Jeon Jaehyuk,전재혁,이솔,9/17/1992,14U,South Korea,0,0,,M,
Luha,Lee Gyeonghun,이경훈,루하,2/15/1993,14U,South Korea,0,0,,M,
Gohyeon,Go Hyeon,고현,고현,10/1/1994,14U,South Korea,0,0,,M,
B.S,Lee Youngsoo,이영수,비에스,4/14/1995,14U,South Korea,0,0,,M,
Loudi,Won Jihoon,원지훈,로우디,4/13/1996,14U,Indonesia,0,0,,M,
Eunjae,Kwak Eunjae,곽은재,은재,5/2/1996,14U,South Korea,0,0,,M,
Woojoo,Kim Sangyoon,김상윤,우주,9/18/1996,14U,South Korea,0,0,,M,
Dohyuk,Kim Dohyuk,김도혁,도혁,1/16/1998,14U,South Korea,0,0,,M,
Hyunwoong,Kim Hyunwoong,김현웅,현웅,2/8/1998,14U,South Korea,0,0,,M,
Sejin,Lee Sejin,이세진,세진,7/22/1999,14U,South Korea,0,0,,M,
Youngwoong,Cho Youngwoon,조영웅,영웅,5/1/1999,14U,South Korea,0,0,,M,
Rio,Son Gwanghyuk,손광혁,리오,7/16/1999,14U,South Korea,0,0,,M,
Gyeongtae,Kwon Gyeongtae,권경태,경태,7/23/2000,14U,South Korea,0,0,,M,
Gun,Kwak Gun,곽건,건,9/29/2001,14U,South Korea,0,0,,M,
Seungjun,Ji Seungjun,지승준,승준,9/15/1998,Astin,South Korea,0,0,,M,
Jingyu,Lee Jingyu,이진규,진규,4/22/1998,Astin,South Korea,0,0,,M,
Hongil,Yoon Hongil,윤홍일,홍일,1/11/1999,Astin,South Korea,0,0,,M,
Junghun,Jang Junghun,장정훈,정훈,2/27/1999,Astin,South Korea,0,0,,M,
Yeram,Yang Yeram,양예람,예람,3/31/2000,Astin,South Korea,0,0,,M,
Mir,Lee Yoonsang,이윤상,미르,3/6/2000,Astin,South Korea,0,0,,M,
Hyeongseok,Chu Hyeongseok,추형석,형석,9/13/2000,Astin,South Korea,0,0,,M,
Hyunsuk,Choi Hyunsuk,최현석,현석,4/21/1999,Treasure,South Korea,0,0,Daegu,M,
Jihoon,Park Jihoon,박지훈,지훈,3/14/2000,Treasure,South Korea,0,0,Busan,M,
Yoshi,Kanemoto Yoshinori,카네모토 요시노리,요시,5/15/2000,Treasure,Japan,179,59,Kobe,M,
Junkyu,Kim Junkyu,김준규,준규,9/9/2000,Treasure,South Korea,0,0,,M,
Yoonbin,Ha Yoonbin,하윤빈,윤빈,12/11/2000,,South Korea,0,0,,M,
Mashiho,Takata Mashiho,타카타 마시호,마시호,3/25/2001,Treasure,Japan,0,0,,M,
Jaehyuk,Yoon Jaehyuk,윤재혁,재혁,7/23/2001,Treasure,South Korea,0,0,,M,
Asahi,Hanada Asahi,하나다 아사히,아사히,8/20/2001,Treasure,Japan,0,0,,M,
Yedam,Bang Yedam,방예담,예담,5/7/2002,Treasure,South Korea,0,0,,M,
Doyoung,Kim Doyoung,김도영,도영,12/4/2003,Treasure,South Korea,0,0,,M,
Haruto,Watanabe Haruto,와타나베 하루토,하루토,4/5/2004,Treasure,Japan,0,0,,M,
Jeongwoo,Park Jeongwoo,박정우,정우,9/28/2004,Treasure,South Korea,0,0,,M,
Hyunjun,Lee Hyunjun,이현준,현준,12/21/1999,IZ,South Korea,0,0,,M,
Jihoo,Lim Soojung,임수정,지후,8/5/1998,IZ,South Korea,0,0,,M,
Woosu,Kim Minseok,김민석,우수,11/23/1999,IZ,South Korea,0,0,,M,
